Amount,Description,Place
"$1,700 monthly","3 room apartment in a new building on Aram Street, 110 sq.m., 6/16 floor, high ceilings","Kentron, 3 rm., 110 sq.m., 6/16 floor"
"250,000 ֏ monthly","3 room apartment in a new building on Arakelyan Street, 85 sq.m., 1/2 floor, high ceilings","Ajapnyak, 3 rm., 85 sq.m., 1/2 floor"
"400,000 ֏ monthly","3 room apartment in a new building on Shinararner Street, 100 sq.m., 8/13 floor, 2 bathrooms","Ajapnyak, 3 rm., 100 sq.m., 8/13 floor"
"470,000 ֏ monthly","2 room apartment in a new building on Verin Antarayin Street, 70 sq.m., 2/5 floor, high ceilings","Kentron, 2 rm., 70 sq.m., 2/5 floor"
"550,000 ֏ monthly","3 room apartment in a new building on Yekmalyan Street, 77 sq.m., 7/10 floor, 2 bathrooms","Kentron, 3 rm., 77 sq.m., 7/10 floor"
"150,000 ֏ monthly","2 room apartment on Marshal Baghramyan Street, 50 sq.m., 1/5 floor, 2 bathrooms, major renovation","Armavir, 2 rm., 50 sq.m., 1/5 floor"
"520,000 ֏ monthly","3 room apartment in a new building, Nikoghayos Tigranyan Street 1st Deadlock, 80 sq.m., 3/16 floor","Arabkir, 3 rm., 80 sq.m., 3/16 floor"
"450,000 ֏ monthly","3 room apartment in a new building on Karapet Ulnetsi Street, 74 sq.m., 13/15 floor, 2 bathrooms","Kanaker-Zeytun, 3 rm., 74 sq.m., 13/15 floor"
"280,000 ֏ monthly","2 room apartment in a new building on Karapet Ulnetsi Street, 46 sq.m., 9/16 floor, high ceilings","Kanaker-Zeytun, 2 rm., 46 sq.m., 9/16 floor"
"$1,500 monthly","2 room apartment in a new building, Amiryan Street, 70 sq.m., 8/11 floor, high ceilings","Kentron, 2 rm., 70 sq.m., 8/11 floor"
"330,000 ֏ monthly","3 room apartment in a new building, Մարշալ Բաղրամյան պողոտա, 120 sq.m., 8/15 floor, 2 bathrooms","Kentron, 3 rm., 120 sq.m., 8/15 floor"
"$1,300 monthly","2 room apartment in a new building, Amiryan Street near the Republic square, 45 sq.m., 5/10 floor","Kentron, 2 rm., 45 sq.m., 5/10 floor"
"600,000 ֏ monthly","3 room apartment, Amiryan Street, 119 sq.m., 2 bathrooms, high ceilings, designer renovation","Kentron, 3 rm., 119 sq.m., 3/3 floor"
"330,000 ֏ monthly","1 room apartment, Amiryan Street, 41 sq.m., designer renovation","Kentron, 1 rm., 41 sq.m., 11/11 floor"
"300,000 ֏ monthly","3 room apartment, Yeznik Koghbatsi Street, 98 sq.m., 7/10 floor, major renovation","Kentron, 3 rm., 98 sq.m., 7/10 floor"
"$2,000 monthly","4 room apartment in a new building on Yekmalyan Street, 171 sq.m., 5/13 floor, 2 bathrooms","Kentron, 4 rm., 171 sq.m., 5/13 floor"
"500,000 ֏ monthly","3 room apartment in a new building, Byuzand Street, 80 sq.m., 7/9 floor, 2 bathrooms","Kentron, 3 rm., 80 sq.m., 7/9 floor"
"$1,800 monthly","3 room apartment in a new building, Yekmalyan Street, 150 sq.m., 6/10 floor, 3+ bathrooms","Kentron, 3 rm., 150 sq.m., 6/10 floor"
"$1,800 monthly","3 room apartment, Saryan Street, 91 sq.m., 5/11 floor, 2 bathrooms, designer renovation","Kentron, 3 rm., 91 sq.m., 5/11 floor"
"500,000 ֏ monthly","3 room apartment, Byron Street near the opera, 111 sq.m., high ceilings, multiple balconies","Kentron, 3 rm., 111 sq.m., 5/5 floor"
"750,000 ֏ monthly","3 room apartment in a new building, Amiryan Street near the Republic square, 80 sq.m., 4/11 floor","Kentron, 3 rm., 80 sq.m., 4/11 floor"
"$1,400 monthly","3 room apartment in a new building, Derenik Demirchyan Street, 136 sq.m., 2/10 floor, high ceilings","Kentron, 3 rm., 136 sq.m., 2/10 floor"
"400,000 ֏ monthly","2 room apartment in a new building on Aram Street, 74 sq.m., 12/16 floor, high ceilings","Kentron, 2 rm., 74 sq.m., 12/16 floor"
"$1,800 monthly","3 room apartment, Saryan Street, 101 sq.m., 5/11 floor, 2 bathrooms, multiple balconies","Kentron, 3 rm., 101 sq.m., 5/11 floor"
"$2,000 monthly","3 room apartment in a new building, Northern Avenue near the opera, 141 sq.m., 5/8 floor","Kentron, 3 rm., 141 sq.m., 5/8 floor"
"$2,500 monthly","3 room apartment in a new building, Northern Avenue, 150 sq.m., 2 bathrooms, designer renovation","Kentron, 3 rm., 150 sq.m., 8/8 floor"
"$1,800 monthly","3 room apartment in a new building, Aram Street, 102 sq.m., 7/17 floor, 3+ bathrooms, high ceilings","Kentron, 3 rm., 102 sq.m., 7/17 floor"
"$5,000 monthly","4 room apartment in a new building on Teryan Street, 200 sq.m., second to last floor, 3+ bathrooms","Kentron, 4 rm., 200 sq.m., 4/5 floor"
"500,000 ֏ monthly","4 room apartment on Khorenatsi street, 105 sq.m., 2/4 floor, high ceilings, major renovation","Kentron, 4 rm., 105 sq.m., 2/4 floor"
"320,000 ֏ monthly","2 room apartment in a new building, Sose Street, 57 sq.m., 1/12 floor, high ceilings","Kentron, 2 rm., 57 sq.m., 1/12 floor"
"$3,500 monthly","4 room apartment in a new building, Amiryan Street near the Republic square, 200 sq.m., 7/13 floor","Kentron, 4 rm., 200 sq.m., 7/13 floor"
"440,000 ֏ monthly","3 room apartment, Rafael Lemkin Street, 72 sq.m., 4/11 floor, 2 bathrooms, designer renovation","Kentron, 3 rm., 72 sq.m., 4/11 floor"
"$1,650 monthly","4 room apartment in a new building, Pushkin Street, 131 sq.m., 2 bathrooms, high ceilings","Kentron, 4 rm., 131 sq.m., 10/10 floor"
"400,000 ֏ monthly","3 room apartment on Pushkin Street, 75 sq.m., high ceilings, designer renovation, stone building","Kentron, 3 rm., 75 sq.m., 4/4 floor"
"520,000 ֏ monthly","3 room apartment in a new building, Mashtots Avenue near the opera, 85 sq.m., 4/13 floor","Kentron, 3 rm., 85 sq.m., 4/13 floor"
"320,000 ֏ monthly","3 room apartment in a new building, Tsitsernakaberd Highway, 100 sq.m., 10/16 floor, 2 bathrooms","Kentron, 3 rm., 100 sq.m., 10/16 floor"
"350,000 ֏ monthly","3 room apartment in a new building, Derenik Demirchyan Street, 75 sq.m., 6/10 floor, high ceilings","Kentron, 3 rm., 75 sq.m., 6/10 floor"
"500,000 ֏ monthly","4 room apartment on Zakian street, 102 sq.m., 2/5 floor, euro renovation, stone building","Kentron, 4 rm., 102 sq.m., 2/5 floor"
"$1,800 monthly","4 room apartment in a new building, Aram Street, 190 sq.m., 9/16 floor, 2 bathrooms, high ceilings","Kentron, 4 rm., 190 sq.m., 9/16 floor"
"$3,000 monthly","5 room apartment in a new building on Verin Antarayin street, 215 sq.m., 1/4 floor, 3+ bathrooms","Kentron, 5 rm., 215 sq.m., 1/4 floor"
"220,000 ֏ monthly","2 room apartment in a new building on Gevorg Chaush Street, 45 sq.m., 1/2 floor, high ceilings","Ajapnyak, 2 rm., 45 sq.m., 1/2 floor"
"700,000 ֏ monthly","3 room apartment in a new building on Nairi Zaryan Street, 120 sq.m., 8/13 floor, 2 bathrooms","Arabkir, 3 rm., 120 sq.m., 8/13 floor"
"$4,000 monthly","Spacious 5 room apartment in a new building on Aram Street, 300 sq.m., 6/14 floor, 2 bathrooms","Kentron, 5 rm., 300 sq.m., 6/14 floor"
$850 monthly,"1 room apartment, Սարյանի փողոց, 42 sq.m., 7/10 floor, major renovation","Kentron, 1 rm., 42 sq.m., 7/10 floor"
"280,000 ֏ monthly","3 room apartment on Baghramyan Avenue, 70 sq.m., high ceilings, euro renovation, stone building","Kentron, 3 rm., 70 sq.m., 4/4 floor"
"300,000 ֏ monthly","3 room apartment in a new building on Avetis Aharonyan Street, 110 sq.m., 7/14 floor, 2 bathrooms","Kanaker-Zeytun, 3 rm., 110 sq.m., 7/14 floor"
"400,000 ֏ monthly","3 room apartment on Glinka Street, 73 sq.m., second to last floor, high ceilings, major renovation","Erebuni, 3 rm., 73 sq.m., 2/3 floor"
"210,000 ֏ monthly","2 room apartment in a new building on Gevorg Jahukyan Street, 58 sq.m., 4/6 floor, high ceilings","Kentron, 2 rm., 58 sq.m., 4/6 floor"
"220,000 ֏ monthly","3 room apartment on Lvovyan Street Lane, 65 sq.m., second to last floor, euro renovation","Nor Nork, 3 rm., 65 sq.m., 3/4 floor"
"180,000 ֏ monthly","2 room apartment on Zoravar Andranik Street, 75 sq.m., 12/14 floor, 2 bathrooms, high ceilings","Malatia-Sebastia, 2 rm., 75 sq.m., 12/14 floor"
"$1,700 monthly","4 room apartment in a new building on Khorenatsi Street, 165 sq.m., 9/12 floor, 2 bathrooms","Kentron, 4 rm., 165 sq.m., 9/12 floor"
"300,000 ֏ monthly","3 room apartment on Armen Tigranyan Street, 75 sq.m., 1/3 floor, euro renovation, stone building","Kanaker-Zeytun, 3 rm., 75 sq.m., 1/3 floor"
"300,000 ֏ monthly","2 room apartment on Tumanyan Street, 65 sq.m., 2/4 floor, major renovation, stone building","Kentron, 2 rm., 65 sq.m., 2/4 floor"
"160,000 ֏ monthly","2 room apartment in a new building on Titov Street, 25 sq.m., 2/2 floor, major renovation","Malatia-Sebastia, 2 rm., 25 sq.m., 2/2 floor"
"400,000 ֏ monthly","3 room apartment, Աղասի Խանջյանի փողոց, 72 sq.m., high ceilings, euro renovation, stone building","Kentron, 3 rm., 72 sq.m., 6/6 floor"
"330,000 ֏ monthly","2 room apartment in a new building on Aram Khachatryan Street, 55 sq.m., 9/15 floor","Arabkir, 2 rm., 55 sq.m., 9/15 floor"
"250,000 ֏ monthly","2 room apartment in a new building on Grigor Hasratyan Street, 65 sq.m., designer renovation","Ajapnyak, 2 rm., 65 sq.m., 14/14 floor"
"220,000 ֏ monthly","1 room apartment in a new building on Charents Street, 30 sq.m., 2/2 floor, euro renovation","Kentron, 1 rm., 30 sq.m., 2/2 floor"
"150,000 ֏ monthly","1 room apartment in a new building on Charents Street, 18 sq.m., 1/3 floor, euro renovation","Kentron, 1 rm., 18 sq.m., 1/3 floor"
"350,000 ֏ monthly","2 room apartment in a new building on Charents Street, 70 sq.m., 8/17 floor, high ceilings","Kentron, 2 rm., 70 sq.m., 8/17 floor"
"$1,400 monthly","2 room apartment in a new building on Teryan Street, 70 sq.m., high ceilings, designer renovation","Kentron, 2 rm., 70 sq.m., 5/5 floor"
"100,000 ֏ monthly","2 room apartment in a new building on Shirakatsi Street, 42 sq.m., 1/3 floor, major renovation","Gyumri, 2 rm., 42 sq.m., 1/3 floor"
"250,000 ֏ monthly","1 room apartment on Gyulbenkyan Street, 35 sq.m., 1/5 floor, designer renovation, stone building","Arabkir, 1 rm., 35 sq.m., 1/5 floor"
"$1,800 monthly","3 room apartment in a new building on Alek Manukyan Street, 65 sq.m., 6/11 floor","Kentron, 3 rm., 65 sq.m., 6/11 floor"
"200,000 ֏ monthly","3 room apartment on Erebuni Street, 80 sq.m., second to last floor, euro renovation, stone building","Erebuni, 3 rm., 80 sq.m., 4/5 floor"
"350,000 ֏ monthly","3 room apartment on Vahram Papazyan Street, 81 sq.m., 1/5 floor, major renovation, stone building","Arabkir, 3 rm., 81 sq.m., 1/5 floor"
"250,000 ֏ monthly","3 room apartment in Davtashen 4th Block, 66 sq.m., 3/14 floor, cosmetic renovation","Davtashen, 3 rm., 66 sq.m., 3/14 floor"
"270,000 ֏ monthly","3 room apartment on Kievyan Street, 88 sq.m., 3/5 floor, high ceilings, major renovation","Arabkir, 3 rm., 88 sq.m., 3/5 floor"
"310,000 ֏ monthly","3 room apartment in a new building on Arghutyan Street, 80 sq.m., 6/14 floor, high ceilings","Arabkir, 3 rm., 80 sq.m., 6/14 floor"
"300,000 ֏ monthly","3 room apartment on Abovyan Street, 80 sq.m., 2/5 floor, high ceilings, major renovation","Kentron, 3 rm., 80 sq.m., 2/5 floor"
"500,000 ֏ monthly","3 room apartment in a new building on Gyulbenkyan Street, 110 sq.m., 9/14 floor, 2 bathrooms","Arabkir, 3 rm., 110 sq.m., 9/14 floor"
$700 monthly,"2 room apartment on Mashtots Avenue, 65 sq.m., cosmetic renovation, stone building","Kentron, 2 rm., 65 sq.m., 6/6 floor"
"$1,500 monthly","3 room apartment in a new building on Verin Antarayin Street, 112 sq.m., second to last floor","Kentron, 3 rm., 112 sq.m., 4/5 floor"
"260,000 ֏ monthly","3 room apartment on Karapet Ulnetsi Street, 70 sq.m., 2/5 floor, major renovation, stone building","Kanaker-Zeytun, 3 rm., 70 sq.m., 2/5 floor"
"220,000 ֏ monthly","3 room apartment on Babayan Street, 79 sq.m., partial renovation, stone building","Arabkir, 3 rm., 79 sq.m., 5/5 floor"
"250,000 ֏ monthly","2 room apartment in a new building on Griboyedov Street, 50 sq.m., 2/12 floor, high ceilings","Arabkir, 2 rm., 50 sq.m., 2/12 floor"
"300,000 ֏ monthly","2 room apartment on Tigran Mets Avenue, 44 sq.m., 3/9 floor, major renovation","Kentron, 2 rm., 44 sq.m., 3/9 floor"
"300,000 ֏ monthly","3 room apartment in a new building in Davtashen 4th Block, 64 sq.m., 12/16 floor, high ceilings","Davtashen, 3 rm., 64 sq.m., 12/16 floor"
"250,000 ֏ monthly","3 room apartment on Avetis Aharonyan Street, 80 sq.m., 2/5 floor, cosmetic renovation","Kanaker-Zeytun, 3 rm., 80 sq.m., 2/5 floor"
"230,000 ֏ monthly","3 room apartment on Gyulbenkyan Street, 60 sq.m., 3/5 floor, cosmetic renovation, stone building","Arabkir, 3 rm., 60 sq.m., 3/5 floor"
"250,000 ֏ monthly","2 room apartment in a new building on Monte Melkonyan Street, 65 sq.m., 1/17 floor, high ceilings","Kentron, 2 rm., 65 sq.m., 1/17 floor"
"120,000 ֏ monthly","3 room apartment on Minas Avetisyan Street, 83 sq.m., 2/4 floor, major renovation","Gyumri, 3 rm., 83 sq.m., 2/4 floor"
"220,000 ֏ monthly","3 room apartment, Մելքումովի փողոց, 64 sq.m., 2/16 floor, euro renovation","Ajapnyak, 3 rm., 64 sq.m., 2/16 floor"
"$1,000 monthly","4 room apartment in a new building in Davtashen 4th Block, 120 sq.m., 3/15 floor, high ceilings","Davtashen, 4 rm., 120 sq.m., 3/15 floor"
"230,000 ֏ monthly","3 room apartment in a new building on Moldovakan Street, 70 sq.m., 5/9 floor, high ceilings","Nor Nork, 3 rm., 70 sq.m., 5/9 floor"
"190,000 ֏ monthly","4 room apartment, Զաքարիա Սարկավագի փողոց, 90 sq.m., 6/9 floor, 2 bathrooms, multiple balconies","Kanaker-Zeytun, 4 rm., 90 sq.m., 6/9 floor"
"430,000 ֏ monthly","3 room apartment in a new building on Leningradyan Street, 78 sq.m., 13/18 floor, high ceilings","Ajapnyak, 3 rm., 78 sq.m., 13/18 floor"
"200,000 ֏ monthly","3 room apartment on Erebuni Street, 80 sq.m., second to last floor, euro renovation, stone building","Erebuni, 3 rm., 80 sq.m., 4/5 floor"
"190,000 ֏ monthly","2 room apartment on Aytsemnik Urartu Street, 38 sq.m., 1/2 floor, designer renovation","Nork-Marash, 2 rm., 38 sq.m., 1/2 floor"
"400,000 ֏ monthly","3 room apartment in a new building on Mamikonyants Street, 80 sq.m., 15/21 floor, high ceilings","Arabkir, 3 rm., 80 sq.m., 15/21 floor"
"200,000 ֏ monthly","2 room apartment, Улица Назарета Суреняна, 65 sq.m., second to last floor, high ceilings","Kentron, 2 rm., 65 sq.m., 8/9 floor"
"$2,000 monthly","4 room apartment in a new building on Derenik Demirchyan Street, 136 sq.m., 8/10 floor, 2 bathrooms","Kentron, 4 rm., 136 sq.m., 8/10 floor"
"420,000 ֏ monthly","3 room apartment in a new building on Hanrapetutyan Street, 70 sq.m., high ceilings","Kentron, 3 rm., 70 sq.m., 6/6 floor"
"300,000 ֏ monthly","Spacious 1 room apartment, Rafael Lemkin Street, 56 sq.m., 3/9 floor, major renovation","Kentron, 1 rm., 56 sq.m., 3/9 floor"
"270,000 ֏ monthly","3 room apartment on Kievyan Street, 78 sq.m., second to last floor, designer renovation","Arabkir, 3 rm., 78 sq.m., 5/6 floor"
"210,000 ֏ monthly","3 room apartment on Arno Babajanyan Street, 78 sq.m., 4/9 floor, stone building","Malatia-Sebastia, 3 rm., 78 sq.m., 4/9 floor"
"245,000 ֏ monthly","2 room apartment in a new building, Արգիշտի փողոց, 55 sq.m., 10/14 floor, major renovation","Kentron, 2 rm., 55 sq.m., 10/14 floor"
"220,000 ֏ monthly","2 room apartment on Marshal Khudyakov Street, 44 sq.m., 7/9 floor, euro renovation","Avan, 2 rm., 44 sq.m., 7/9 floor"
"230,000 ֏ monthly","2 room apartment on Komitas Avenue, 40 sq.m., 1/5 floor, major renovation, stone building","Arabkir, 2 rm., 40 sq.m., 1/5 floor"
"250,000 ֏ monthly","3 room apartment, Հրաչյա Քոչար փողոց, 80 sq.m., second to last floor, euro renovation","Arabkir, 3 rm., 80 sq.m., 4/5 floor"
"300,000 ֏ monthly","2 room apartment in a new building on Arshakunyats Avenue, 60 sq.m., 10/16 floor, high ceilings","Kentron, 2 rm., 60 sq.m., 10/16 floor"
"119,990 ֏ monthly","1 room apartment in a new building, 1-й квартал Антараин, 31 sq.m., 10/12 floor, high ceilings","Tsakhkadzor, 1 rm., 31 sq.m., 10/12 floor"
"230,000 ֏ monthly","3 room apartment on Baghramyan Avenue, 78 sq.m., second to last floor, high ceilings","Arabkir, 3 rm., 78 sq.m., 4/5 floor"
"350,000 ֏ monthly","3 room apartment in a new building on Kalinin Street, 60 sq.m., 8/12 floor, high ceilings","Dilijan, 3 rm., 60 sq.m., 8/12 floor"
"300,000 ֏ monthly","2 room apartment on Yeznik Koghbatsi Street, 70 sq.m., 8/10 floor, major renovation","Kentron, 2 rm., 70 sq.m., 8/10 floor"
"250,000 ֏ monthly","3 room apartment on Hrachya Kochar Street, 80 sq.m., second to last floor, cosmetic renovation","Arabkir, 3 rm., 80 sq.m., 8/9 floor"
"250,000 ֏ monthly","2 room apartment on Mashtots Avenue, 50 sq.m., 1/9 floor, major renovation","Kentron, 2 rm., 50 sq.m., 1/9 floor"
"350,000 ֏ monthly","1 room apartment on Mashtots Avenue, 40 sq.m., second to last floor, major renovation","Kentron, 1 rm., 40 sq.m., 3/4 floor"
"320,000 ֏ monthly","2 room apartment in a new building on Aram Street, 55 sq.m., 7/10 floor, high ceilings","Kentron, 2 rm., 55 sq.m., 7/10 floor"
"$1,300 monthly","2 room apartment in a new building, Pavstos Buzand Street, 45 sq.m., 10/15 floor, major renovation","Kentron, 2 rm., 45 sq.m., 10/15 floor"
"250,000 ֏ monthly","2 room apartment, Komitas Avenue, 45 sq.m., 3/5 floor, major renovation, stone building","Arabkir, 2 rm., 45 sq.m., 3/5 floor"
"250,000 ֏ monthly","3 room apartment on Ohanov Street, 80 sq.m., 7/10 floor, designer renovation","Malatia-Sebastia, 3 rm., 80 sq.m., 7/10 floor"
"$1,200 monthly","2 room apartment in a new building on Yekmalyan Street, 60 sq.m., second to last floor","Kentron, 2 rm., 60 sq.m., 9/10 floor"
"$2,800 monthly","3 room apartment in a new building on Yekmalyan street, 145 sq.m., 11/18 floor, 2 bathrooms","Kentron, 3 rm., 145 sq.m., 11/18 floor"
"$3,500 monthly","4 room apartment in a new building, Yekmalyan Street, 150 sq.m., 15/18 floor, 2 bathrooms","Kentron, 4 rm., 150 sq.m., 15/18 floor"
"$1,700 monthly","3 room apartment in a new building, Yekmalyan Street, 150 sq.m., 7/18 floor, 2 bathrooms","Kentron, 3 rm., 150 sq.m., 7/18 floor"
"$1,300 monthly","3 room apartment in a new building on Yekmalyan street, 80 sq.m., 6/18 floor, high ceilings","Kentron, 3 rm., 80 sq.m., 6/18 floor"
"70,000 ֏ monthly","1 room apartment in a new building on Metaghagortsneri Street, 34 sq.m., second to last floor","Ijevan, 1 rm., 34 sq.m., 3/4 floor"
"400,000 ֏ monthly","3 room apartment in a new building on Khachik Muradyan Street, 120 sq.m., 2/10 floor, high ceilings","Tsakhkadzor, 3 rm., 120 sq.m., 2/10 floor"
"450,000 ֏ monthly","3 room apartment in a new building on Gevorg Emin Street, 80 sq.m., 3/6 floor, high ceilings","Kentron, 3 rm., 80 sq.m., 3/6 floor"
"170,000 ֏ monthly","2 room apartment on Zoravar Andranik Street, 60 sq.m., 1/14 floor, cosmetic renovation","Malatia-Sebastia, 2 rm., 60 sq.m., 1/14 floor"
"600,000 ֏ monthly","3 room apartment, Sayat Nova avenue, 80 sq.m., 6/9 floor, major renovation","Kentron, 3 rm., 80 sq.m., 6/9 floor"
"210,000 ֏ monthly","3 room apartment in a new building in Norashen Quarter, 90 sq.m., second to last floor","Ajapnyak, 3 rm., 90 sq.m., 6/7 floor"
"100,000 ֏ monthly","1 room apartment on Nor Aresh 34th Street, 18 sq.m., 5/9 floor, cosmetic renovation","Erebuni, 1 rm., 18 sq.m., 5/9 floor"
"400,000 ֏ monthly","2 room apartment on Vardanants Street, 74 sq.m., euro renovation, stone building","Kentron, 2 rm., 74 sq.m., 10/10 floor"
